Age,Education,EducationNum,MaritalStatus,Relationship,Gender,CapitalGain,HoursPerWeek
32, HS-grad,9, Never-married, Unmarried, Male,0,60
53, 12th,8, Married-civ-spouse, Husband, Male,0,45
55, HS-grad,9, Never-married, Own-child, Male,0,35
44, Assoc-voc,11, Never-married, Not-in-family, Male,0,44
40, HS-grad,9, Married-civ-spouse, Husband, Male,0,30
58, Masters,14, Married-civ-spouse, Husband, Male,0,50
38, HS-grad,9, Never-married, Not-in-family, Male,0,40
58, 12th,8, Married-civ-spouse, Husband, Male,0,40
39, Some-college,10, Divorced, Not-in-family, Male,0,99
61, Some-college,10, Widowed, Not-in-family, Female,0,20
30, Assoc-voc,11, Divorced, Not-in-family, Female,0,40
43, Some-college,10, Divorced, Unmarried, Female,0,40
48, HS-grad,9, Divorced, Not-in-family, Male,0,15
41, Masters,14, Divorced, Unmarried, Female,0,40
24, Assoc-acdm,12, Never-married, Own-child, Female,0,2
38, Some-college,10, Married-civ-spouse, Husband, Male,0,45
59, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
58, Some-college,10, Married-civ-spouse, Husband, Male,99999,40
21, Some-college,10, Never-married, Own-child, Male,0,10
44, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,48
36, Some-college,10, Married-civ-spouse, Husband, Male,0,40
30, Some-college,10, Married-civ-spouse, Husband, Male,7298,48
35, HS-grad,9, Married-civ-spouse, Husband, Male,0,90
48, Assoc-voc,11, Never-married, Unmarried, Male,0,48
44, Masters,14, Married-civ-spouse, Husband, Male,0,55
26, Some-college,10, Married-civ-spouse, Husband, Male,0,12
31, Bachelors,13, Never-married, Not-in-family, Male,0,45
23, HS-grad,9, Never-married, Own-child, Male,0,12
19, HS-grad,9, Never-married, Not-in-family, Female,0,16
64, HS-grad,9, Widowed, Not-in-family, Female,0,30
50, HS-grad,9, Married-civ-spouse, Wife, Female,7298,30
45, Bachelors,13, Married-civ-spouse, Husband, Male,0,51
43, Prof-school,15, Married-civ-spouse, Husband, Male,0,40
46, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,44
46, Some-college,10, Separated, Not-in-family, Male,0,20
46, Masters,14, Never-married, Not-in-family, Female,0,40
76, Bachelors,13, Married-civ-spouse, Husband, Male,0,30
81, 10th,6, Married-civ-spouse, Wife, Female,2936,28
58, 10th,6, Married-civ-spouse, Husband, Male,0,40
29, Some-college,10, Married-civ-spouse, Husband, Male,0,40
48, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
27, Masters,14, Never-married, Unmarried, Male,0,20
80, HS-grad,9, Widowed, Unmarried, Female,0,32
29, HS-grad,9, Married-civ-spouse, Husband, Male,0,35
38, HS-grad,9, Married-civ-spouse, Wife, Female,0,40
25, Bachelors,13, Never-married, Unmarried, Female,0,40
30, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
39, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
27, HS-grad,9, Never-married, Not-in-family, Male,0,50
32, Bachelors,13, Never-married, Not-in-family, Male,0,55
21, 12th,8, Never-married, Unmarried, Female,0,20
37, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,40
54, 9th,5, Divorced, Not-in-family, Female,0,15
28, 11th,7, Never-married, Not-in-family, Male,0,30
54, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
52, Some-college,10, Never-married, Unmarried, Male,0,5
43, Assoc-voc,11, Never-married, Not-in-family, Female,13550,40
36, Some-college,10, Never-married, Not-in-family, Male,13550,40
24, Some-college,10, Never-married, Own-child, Female,0,40
29, 1st-4th,2, Never-married, Own-child, Male,0,40
43, HS-grad,9, Divorced, Unmarried, Female,0,40
60, 5th-6th,3, Married-civ-spouse, Husband, Male,0,40
55, Masters,14, Married-civ-spouse, Husband, Male,0,40
53, 1st-4th,2, Married-civ-spouse, Husband, Male,7688,67
44, Masters,14, Married-civ-spouse, Wife, Female,4386,40
28, Bachelors,13, Never-married, Not-in-family, Male,0,50
30, Some-college,10, Never-married, Unmarried, Female,0,40
39, HS-grad,9, Never-married, Own-child, Female,0,40
43, HS-grad,9, Divorced, Unmarried, Female,0,40
27, Assoc-voc,11, Never-married, Not-in-family, Male,0,56
64, 5th-6th,3, Married-civ-spouse, Husband, Male,0,70
41, Some-college,10, Married-civ-spouse, Husband, Male,0,40
28, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
44, Bachelors,13, Divorced, Own-child, Male,0,40
55, HS-grad,9, Divorced, Not-in-family, Male,0,40
35, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,42
18, HS-grad,9, Never-married, Own-child, Male,0,40
40, Some-college,10, Married-civ-spouse, Husband, Male,0,8
40, Masters,14, Never-married, Not-in-family, Female,0,40
64, HS-grad,9, Married-civ-spouse, Husband, Male,0,10
36, Some-college,10, Divorced, Not-in-family, Female,0,39
47, HS-grad,9, Married-spouse-absent, Not-in-family, Female,0,40
28, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
53, Some-college,10, Widowed, Not-in-family, Male,0,40
49, HS-grad,9, Never-married, Not-in-family, Male,0,40
30, Some-college,10, Never-married, Not-in-family, Female,0,37
23, HS-grad,9, Never-married, Own-child, Male,0,32
23, 10th,6, Never-married, Not-in-family, Male,0,60
53, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
46, Bachelors,13, Divorced, Unmarried, Female,0,40
29, Masters,14, Married-civ-spouse, Husband, Male,0,40
27, Some-college,10, Never-married, Not-in-family, Male,0,40
56, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
80, HS-grad,9, Married-civ-spouse, Husband, Male,0,20
38, Some-college,10, Married-civ-spouse, Wife, Female,0,15
52, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
26, Bachelors,13, Never-married, Own-child, Male,0,38
41, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
43, Some-college,10, Divorced, Unmarried, Female,0,20
33, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
41, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,45
22, 12th,8, Never-married, Not-in-family, Male,0,48
66, 7th-8th,4, Married-civ-spouse, Husband, Male,0,40
70, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
58, 10th,6, Married-civ-spouse, Wife, Female,0,35
60, Masters,14, Divorced, Unmarried, Female,0,10
24, 10th,6, Never-married, Unmarried, Male,0,65
35, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
38, Bachelors,13, Married-civ-spouse, Husband, Male,7298,50
39, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
33, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
38, Bachelors,13, Married-civ-spouse, Husband, Male,0,45
38, Bachelors,13, Married-civ-spouse, Husband, Male,3103,60
49, HS-grad,9, Married-civ-spouse, Husband, Male,0,30
40, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,40
34, Doctorate,16, Never-married, Not-in-family, Female,0,99
58, Bachelors,13, Separated, Not-in-family, Male,4787,40
50, Bachelors,13, Married-civ-spouse, Husband, Male,7688,50
36, Some-college,10, Married-civ-spouse, Husband, Male,0,60
34, HS-grad,9, Married-civ-spouse, Wife, Female,0,12
32, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
32, Some-college,10, Married-civ-spouse, Husband, Male,0,50
27, HS-grad,9, Never-married, Not-in-family, Male,0,30
34, HS-grad,9, Never-married, Not-in-family, Male,0,40
33, Doctorate,16, Married-civ-spouse, Wife, Female,0,48
22, HS-grad,9, Married-civ-spouse, Own-child, Female,0,20
18, 11th,7, Never-married, Own-child, Male,0,10
23, HS-grad,9, Divorced, Unmarried, Female,0,50
49, Some-college,10, Married-civ-spouse, Husband, Male,0,40
23, Bachelors,13, Never-married, Own-child, Female,0,15
17, 10th,6, Never-married, Own-child, Male,0,40
40, Some-college,10, Divorced, Not-in-family, Female,0,35
47, Bachelors,13, Married-civ-spouse, Husband, Male,0,18
17, 11th,7, Never-married, Own-child, Female,0,8
32, Prof-school,15, Married-civ-spouse, Husband, Male,7688,45
47, Some-college,10, Divorced, Not-in-family, Male,0,56
32, Some-college,10, Married-civ-spouse, Husband, Male,0,55
32, HS-grad,9, Never-married, Not-in-family, Male,0,40
47, HS-grad,9, Married-civ-spouse, Husband, Male,0,80
46, Doctorate,16, Married-civ-spouse, Wife, Female,0,52
49, HS-grad,9, Married-spouse-absent, Not-in-family, Male,0,70
61, HS-grad,9, Divorced, Not-in-family, Male,4865,40
52, Some-college,10, Married-civ-spouse, Husband, Male,0,60
64, 11th,7, Married-civ-spouse, Husband, Male,0,30
20, Some-college,10, Never-married, Own-child, Male,0,40
34, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
42, HS-grad,9, Married-spouse-absent, Not-in-family, Male,0,35
20, Some-college,10, Never-married, Own-child, Male,0,40
24, Some-college,10, Married-civ-spouse, Husband, Male,0,60
55, Assoc-acdm,12, Married-civ-spouse, Husband, Male,7688,40
43, Some-college,10, Married-civ-spouse, Wife, Female,0,40
25, Masters,14, Never-married, Not-in-family, Male,0,40
23, Bachelors,13, Never-married, Own-child, Male,0,24
34, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
29, Some-college,10, Never-married, Own-child, Female,0,40
77, Doctorate,16, Married-civ-spouse, Husband, Male,20051,40
34, Masters,14, Married-civ-spouse, Husband, Male,0,60
53, 9th,5, Married-civ-spouse, Husband, Male,0,70
50, Masters,14, Married-civ-spouse, Husband, Male,7688,55
37, Some-college,10, Never-married, Not-in-family, Male,0,40
33, Assoc-acdm,12, Divorced, Unmarried, Male,0,60
53, HS-grad,9, Married-spouse-absent, Other-relative, Female,0,35
38, 11th,7, Never-married, Not-in-family, Female,0,32
25, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
23, Some-college,10, Never-married, Not-in-family, Male,0,30
53, Masters,14, Married-civ-spouse, Husband, Male,0,40
42, Masters,14, Married-civ-spouse, Wife, Female,0,48
55, Bachelors,13, Married-civ-spouse, Husband, Male,99999,60
40, Doctorate,16, Married-civ-spouse, Husband, Male,0,50
23, HS-grad,9, Never-married, Own-child, Male,0,40
25, Bachelors,13, Never-married, Not-in-family, Female,0,40
58, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
55, Masters,14, Married-civ-spouse, Husband, Male,0,40
33, Bachelors,13, Married-civ-spouse, Husband, Male,7298,80
34, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,60
59, 10th,6, Married-civ-spouse, Husband, Male,0,40
56, Some-college,10, Married-spouse-absent, Not-in-family, Female,27828,20
41, Some-college,10, Married-civ-spouse, Husband, Male,0,44
29, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,50
59, HS-grad,9, Married-civ-spouse, Husband, Male,0,70
44, Doctorate,16, Married-spouse-absent, Unmarried, Female,0,38
34, Bachelors,13, Married-civ-spouse, Husband, Male,0,38
34, HS-grad,9, Married-civ-spouse, Husband, Male,0,45
44, Masters,14, Never-married, Not-in-family, Female,0,40
30, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
55, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
19, Some-college,10, Never-married, Own-child, Male,0,22
45, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
38, Bachelors,13, Married-civ-spouse, Husband, Male,0,55
36, HS-grad,9, Married-civ-spouse, Husband, Male,0,80
72, Assoc-acdm,12, Widowed, Not-in-family, Female,0,40
20, Some-college,10, Never-married, Own-child, Male,0,40
71, Some-college,10, Married-civ-spouse, Husband, Male,3432,20
56, 1st-4th,2, Never-married, Not-in-family, Male,0,65
25, Some-college,10, Never-married, Own-child, Female,0,35
64, Assoc-voc,11, Married-civ-spouse, Wife, Female,0,15
35, Bachelors,13, Never-married, Own-child, Female,0,40
36, Bachelors,13, Divorced, Not-in-family, Female,0,55
43, Assoc-acdm,12, Divorced, Not-in-family, Female,0,35
32, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
22, Some-college,10, Separated, Unmarried, Female,0,25
60, 7th-8th,4, Widowed, Unmarried, Female,0,20
47, Bachelors,13, Never-married, Not-in-family, Male,0,65
65, 9th,5, Married-civ-spouse, Husband, Male,0,45
61, Masters,14, Widowed, Unmarried, Female,0,99
49, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
68, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
65, HS-grad,9, Married-civ-spouse, Husband, Male,0,24
48, Masters,14, Married-civ-spouse, Wife, Female,0,40
32, Some-college,10, Married-spouse-absent, Not-in-family, Male,0,50
38, HS-grad,9, Separated, Not-in-family, Male,0,40
57, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
23, Some-college,10, Never-married, Other-relative, Male,0,40
62, HS-grad,9, Married-civ-spouse, Husband, Male,0,48
24, 9th,5, Never-married, Own-child, Male,0,40
26, Bachelors,13, Never-married, Own-child, Male,0,40
65, HS-grad,9, Married-civ-spouse, Husband, Male,0,1
65, HS-grad,9, Married-civ-spouse, Husband, Male,2414,20
43, Assoc-voc,11, Divorced, Not-in-family, Female,0,40
55, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
59, Masters,14, Never-married, Not-in-family, Male,0,40
56, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
48, 7th-8th,4, Married-civ-spouse, Husband, Male,0,50
37, Masters,14, Married-civ-spouse, Husband, Male,0,60
63, HS-grad,9, Married-civ-spouse, Husband, Male,0,30
27, HS-grad,9, Never-married, Not-in-family, Male,0,38
21, 10th,6, Never-married, Own-child, Male,0,40
51, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,40
21, Some-college,10, Never-married, Not-in-family, Female,0,43
54, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
70, Some-college,10, Married-civ-spouse, Husband, Male,0,10
47, HS-grad,9, Separated, Unmarried, Female,0,40
62, HS-grad,9, Never-married, Unmarried, Female,0,6
28, HS-grad,9, Married-civ-spouse, Husband, Male,3908,40
68, Masters,14, Widowed, Unmarried, Female,0,40
40, Some-college,10, Never-married, Unmarried, Female,0,40
37, Bachelors,13, Divorced, Not-in-family, Male,0,15
36, Bachelors,13, Divorced, Unmarried, Male,0,40
48, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
32, Bachelors,13, Never-married, Not-in-family, Female,0,50
41, Some-college,10, Divorced, Unmarried, Female,0,40
55, Some-college,10, Married-civ-spouse, Husband, Male,0,25
42, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
52, Bachelors,13, Married-civ-spouse, Husband, Male,15024,50
27, Assoc-acdm,12, Never-married, Not-in-family, Female,0,40
64, Some-college,10, Married-civ-spouse, Husband, Male,0,40
20, 11th,7, Never-married, Own-child, Female,0,20
52, Prof-school,15, Married-civ-spouse, Husband, Male,0,40
44, Bachelors,13, Married-civ-spouse, Husband, Male,0,45
60, Masters,14, Married-civ-spouse, Husband, Male,0,40
64, Prof-school,15, Married-civ-spouse, Husband, Male,0,40
54, Assoc-voc,11, Divorced, Not-in-family, Male,0,40
63, Masters,14, Married-civ-spouse, Husband, Male,41310,50
60, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
25, HS-grad,9, Divorced, Not-in-family, Female,0,40
51, HS-grad,9, Married-civ-spouse, Wife, Female,0,40
47, HS-grad,9, Never-married, Not-in-family, Female,0,40
44, 10th,6, Never-married, Own-child, Male,0,50
18, Some-college,10, Never-married, Own-child, Female,0,30
36, Some-college,10, Divorced, Unmarried, Female,0,20
33, HS-grad,9, Married-civ-spouse, Wife, Female,0,38
40, Assoc-acdm,12, Divorced, Unmarried, Female,1506,40
53, Prof-school,15, Divorced, Not-in-family, Male,0,60
34, Assoc-acdm,12, Never-married, Not-in-family, Female,0,25
52, Masters,14, Married-civ-spouse, Wife, Female,15024,40
33, Bachelors,13, Married-civ-spouse, Husband, Male,0,65
45, Some-college,10, Married-civ-spouse, Husband, Male,0,40
43, Bachelors,13, Married-civ-spouse, Husband, Male,0,35
41, Bachelors,13, Married-civ-spouse, Husband, Male,0,75
45, Some-college,10, Married-civ-spouse, Husband, Male,0,40
32, Doctorate,16, Never-married, Not-in-family, Female,0,70
43, Masters,14, Married-civ-spouse, Husband, Male,0,50
40, Masters,14, Divorced, Own-child, Female,0,55
60, HS-grad,9, Married-civ-spouse, Wife, Female,0,50
65, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
41, HS-grad,9, Divorced, Not-in-family, Female,0,40
55, 9th,5, Married-civ-spouse, Husband, Male,0,50
39, Bachelors,13, Divorced, Unmarried, Female,0,40
41, Some-college,10, Married-civ-spouse, Wife, Female,7298,40
59, 10th,6, Married-civ-spouse, Husband, Male,0,40
56, Some-college,10, Married-spouse-absent, Not-in-family, Male,0,50
69, HS-grad,9, Widowed, Not-in-family, Female,0,20
28, HS-grad,9, Married-civ-spouse, Husband, Male,0,45
51, HS-grad,9, Married-spouse-absent, Unmarried, Male,0,40
25, Bachelors,13, Never-married, Own-child, Female,0,30
34, HS-grad,9, Separated, Own-child, Female,0,8
41, Bachelors,13, Married-spouse-absent, Not-in-family, Male,0,30
36, Some-college,10, Married-civ-spouse, Husband, Male,0,40
39, Masters,14, Married-civ-spouse, Wife, Female,0,50
50, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
50, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
49, Masters,14, Married-civ-spouse, Husband, Male,99999,80
70, Doctorate,16, Married-civ-spouse, Husband, Male,0,40
21, Some-college,10, Never-married, Own-child, Male,0,20
46, Bachelors,13, Divorced, Not-in-family, Female,4787,25
20, Some-college,10, Never-married, Own-child, Male,0,25
44, Some-college,10, Married-civ-spouse, Husband, Male,0,55
26, HS-grad,9, Never-married, Own-child, Female,0,40
47, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
58, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
38, 7th-8th,4, Married-civ-spouse, Husband, Male,0,35
23, Some-college,10, Never-married, Own-child, Female,0,32
47, HS-grad,9, Divorced, Not-in-family, Female,0,40
65, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
34, Assoc-acdm,12, Never-married, Not-in-family, Male,0,40
43, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
69, Prof-school,15, Married-civ-spouse, Wife, Female,0,25
18, 11th,7, Never-married, Own-child, Female,0,10
53, HS-grad,9, Widowed, Not-in-family, Female,0,30
76, HS-grad,9, Married-civ-spouse, Husband, Male,0,30
44, 7th-8th,4, Divorced, Not-in-family, Male,0,40
37, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
21, Some-college,10, Never-married, Own-child, Female,0,35
37, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
50, HS-grad,9, Divorced, Not-in-family, Female,0,60
26, HS-grad,9, Never-married, Own-child, Male,0,50
36, Some-college,10, Married-civ-spouse, Husband, Male,0,42
37, Bachelors,13, Married-civ-spouse, Husband, Male,7298,40
40, Bachelors,13, Divorced, Not-in-family, Male,0,40
19, 11th,7, Never-married, Own-child, Female,0,30
42, Prof-school,15, Divorced, Unmarried, Female,7430,44
29, Assoc-acdm,12, Never-married, Not-in-family, Male,3674,40
38, Some-college,10, Divorced, Unmarried, Male,0,40
50, Assoc-voc,11, Never-married, Not-in-family, Male,0,50
36, Some-college,10, Married-civ-spouse, Husband, Male,0,40
55, Masters,14, Married-civ-spouse, Husband, Male,0,60
41, 12th,8, Divorced, Not-in-family, Female,0,40
60, Some-college,10, Widowed, Not-in-family, Female,0,40
42, Some-college,10, Separated, Unmarried, Female,0,50
49, HS-grad,9, Divorced, Unmarried, Female,0,40
48, Prof-school,15, Married-civ-spouse, Husband, Male,0,60
70, 9th,5, Divorced, Not-in-family, Male,0,45
44, Masters,14, Never-married, Own-child, Female,0,55
42, Masters,14, Divorced, Unmarried, Male,0,60
35, HS-grad,9, Married-civ-spouse, Other-relative, Male,0,35
48, Some-college,10, Married-civ-spouse, Husband, Male,0,50
43, Some-college,10, Married-civ-spouse, Husband, Male,0,84
46, HS-grad,9, Divorced, Not-in-family, Male,0,50
70, HS-grad,9, Married-civ-spouse, Husband, Male,2228,24
57, HS-grad,9, Married-civ-spouse, Husband, Male,0,30
47, HS-grad,9, Married-civ-spouse, Not-in-family, Female,0,35
42, HS-grad,9, Married-civ-spouse, Husband, Male,0,25
34, Some-college,10, Married-civ-spouse, Husband, Male,4386,40
47, HS-grad,9, Divorced, Not-in-family, Female,0,40
36, HS-grad,9, Married-civ-spouse, Husband, Male,0,65
64, HS-grad,9, Married-civ-spouse, Husband, Male,2635,10
32, Bachelors,13, Married-civ-spouse, Wife, Female,0,40
33, 10th,6, Married-civ-spouse, Husband, Male,0,40
55, Some-college,10, Divorced, Not-in-family, Female,0,40
85, HS-grad,9, Widowed, Not-in-family, Female,0,50
57, 7th-8th,4, Married-civ-spouse, Husband, Male,0,40
43, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
40, HS-grad,9, Married-civ-spouse, Wife, Female,0,35
64, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,55
55, 7th-8th,4, Married-civ-spouse, Husband, Male,0,40
79, Doctorate,16, Widowed, Unmarried, Female,0,40
58, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
52, Masters,14, Divorced, Not-in-family, Female,4787,60
43, Bachelors,13, Married-civ-spouse, Husband, Male,0,60
34, Bachelors,13, Married-civ-spouse, Wife, Female,0,45
65, 10th,6, Married-civ-spouse, Husband, Male,0,40
40, Bachelors,13, Never-married, Not-in-family, Female,0,45
62, 5th-6th,3, Married-civ-spouse, Husband, Male,0,30
36, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,53
51, Masters,14, Married-civ-spouse, Husband, Male,0,60
25, Some-college,10, Married-civ-spouse, Husband, Male,0,40
28, HS-grad,9, Never-married, Not-in-family, Male,0,55
43, HS-grad,9, Divorced, Not-in-family, Male,0,40
38, HS-grad,9, Never-married, Own-child, Female,0,40
55, Masters,14, Married-civ-spouse, Husband, Male,0,50
23, HS-grad,9, Never-married, Own-child, Male,0,40
48, Assoc-voc,11, Divorced, Not-in-family, Female,0,50
35, HS-grad,9, Married-civ-spouse, Husband, Male,7298,35
43, Bachelors,13, Divorced, Unmarried, Female,0,42
57, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
44, HS-grad,9, Married-civ-spouse, Other-relative, Female,0,40
21, Some-college,10, Never-married, Own-child, Male,0,70
50, Prof-school,15, Married-civ-spouse, Husband, Male,0,45
43, Bachelors,13, Married-civ-spouse, Husband, Male,0,70
23, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,25
21, Some-college,10, Never-married, Unmarried, Female,0,40
33, Bachelors,13, Married-civ-spouse, Husband, Male,0,70
30, Bachelors,13, Never-married, Other-relative, Female,0,45
36, Bachelors,13, Married-civ-spouse, Wife, Female,0,35
43, Bachelors,13, Married-civ-spouse, Husband, Male,0,21
62, Masters,14, Married-civ-spouse, Husband, Male,0,2
30, Bachelors,13, Never-married, Own-child, Female,0,40
68, Doctorate,16, Married-civ-spouse, Husband, Male,0,70
40, HS-grad,9, Married-civ-spouse, Wife, Female,0,40
31, HS-grad,9, Married-civ-spouse, Other-relative, Female,0,35
54, Bachelors,13, Divorced, Not-in-family, Male,0,65
67, Bachelors,13, Married-civ-spouse, Husband, Male,0,30
67, Bachelors,13, Widowed, Unmarried, Female,0,35
33, HS-grad,9, Separated, Own-child, Female,0,80
25, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
35, HS-grad,9, Married-civ-spouse, Husband, Male,0,80
54, HS-grad,9, Divorced, Not-in-family, Female,4416,25
49, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
42, HS-grad,9, Married-civ-spouse, Husband, Male,0,48
72, HS-grad,9, Married-civ-spouse, Wife, Female,0,2
27, Bachelors,13, Never-married, Own-child, Female,0,40
18, HS-grad,9, Never-married, Other-relative, Male,0,40
30, HS-grad,9, Never-married, Not-in-family, Male,99999,50
27, HS-grad,9, Never-married, Own-child, Female,0,40
27, 11th,7, Married-civ-spouse, Husband, Male,0,50
43, Masters,14, Separated, Unmarried, Female,0,37
48, Assoc-voc,11, Married-civ-spouse, Wife, Female,0,15
27, Bachelors,13, Never-married, Not-in-family, Female,4101,40
46, Bachelors,13, Never-married, Own-child, Male,4787,45
38, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
35, Some-college,10, Married-civ-spouse, Husband, Male,0,40
49, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
19, Some-college,10, Never-married, Own-child, Male,0,22
42, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
56, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,54
32, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
57, Some-college,10, Separated, Not-in-family, Male,0,35
48, 11th,7, Separated, Unmarried, Male,0,40
46, 12th,8, Married-civ-spouse, Husband, Male,0,45
58, Assoc-voc,11, Married-civ-spouse, Husband, Male,15024,40
77, Assoc-voc,11, Married-spouse-absent, Not-in-family, Female,0,25
51, Some-college,10, Divorced, Not-in-family, Female,0,40
40, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
41, Some-college,10, Divorced, Unmarried, Female,0,25
35, HS-grad,9, Married-spouse-absent, Not-in-family, Male,0,60
46, Some-college,10, Never-married, Unmarried, Female,0,40
42, Some-college,10, Never-married, Not-in-family, Male,0,45
47, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,40
19, 12th,8, Never-married, Own-child, Male,0,20
33, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
20, Some-college,10, Never-married, Own-child, Male,0,10
28, Bachelors,13, Never-married, Not-in-family, Female,2202,50
24, Masters,14, Never-married, Not-in-family, Male,0,20
55, Bachelors,13, Married-civ-spouse, Husband, Male,0,15
24, Bachelors,13, Never-married, Not-in-family, Male,0,35
32, Some-college,10, Married-civ-spouse, Husband, Male,0,35
62, HS-grad,9, Married-civ-spouse, Husband, Male,2961,30
37, Some-college,10, Married-civ-spouse, Husband, Male,0,50
37, Prof-school,15, Married-civ-spouse, Wife, Female,0,39
55, HS-grad,9, Divorced, Unmarried, Male,0,40
61, Bachelors,13, Married-civ-spouse, Husband, Male,0,60
49, Some-college,10, Divorced, Not-in-family, Male,0,55
18, 7th-8th,4, Never-married, Own-child, Male,0,40
24, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
37, HS-grad,9, Divorced, Unmarried, Female,0,40
44, HS-grad,9, Married-civ-spouse, Husband, Male,0,55
43, HS-grad,9, Married-civ-spouse, Husband, Male,0,20
17, 10th,6, Never-married, Own-child, Male,0,30
31, Some-college,10, Never-married, Not-in-family, Male,0,40
30, Bachelors,13, Never-married, Not-in-family, Male,0,40
22, Some-college,10, Married-civ-spouse, Husband, Male,0,6
62, HS-grad,9, Married-civ-spouse, Husband, Male,0,24
22, Some-college,10, Married-spouse-absent, Unmarried, Female,0,40
30, Some-college,10, Married-civ-spouse, Husband, Male,0,40
24, Bachelors,13, Never-married, Not-in-family, Male,0,35
32, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
47, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
41, 11th,7, Widowed, Other-relative, Female,0,40
49, Some-college,10, Married-civ-spouse, Husband, Male,0,40
43, Bachelors,13, Married-civ-spouse, Husband, Male,0,60
40, Masters,14, Married-civ-spouse, Husband, Male,0,60
54, Bachelors,13, Married-civ-spouse, Husband, Male,15024,40
55, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
56, Some-college,10, Separated, Not-in-family, Male,0,40
44, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
54, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
34, HS-grad,9, Married-civ-spouse, Husband, Male,0,57
50, Some-college,10, Separated, Unmarried, Female,0,75
34, Some-college,10, Married-civ-spouse, Husband, Male,0,40
27, Bachelors,13, Never-married, Unmarried, Male,0,25
